visited_info,unvisited_info,extraverted_agents,introverted_agents,total_agents,total_visited_info,total_unvisited_info
0.698561850128585,0.616904269411864,0.704977961775784,0.621266739522045,0.704977961775784,0.647511019112108,-1.29502203822422
0.0377259271957133,-0.137625107833871,-0.02041489516938,0.000925582814069945,0.377181690515516,1.0729605265036,-0.386030734746047
-0.188047367984338,0.0358403280306927,-0.172675607189386,-0.149403892510178,-0.0163588158098316,-1.0980196380895,-0.140612101789735
-0.463372461769669,-0.294993956945084,-0.427921287125892,-0.374270583799996,-0.411154234204778,0,-0.712004051088836
0.651998693620107,0.595877707986458,0.567679832010536,0.525863314160756,-1.09484791308318,0.651998693620107,-0.651998693620107
0.0362085349552892,0.26920921499088,0.109751476505032,0.0994222789954254,0.269883953909835,-0.889726738121893,0.134081205628258
-0.0651979538862452,0.0669701756731373,-0.0145200048141223,-0.0110148466608534,-0.0145200048141223,-1.08876353953354,-0.214794792854584
-1.18008937615099,-1.0875187761893,-1.23011853137409,-1.07028366895907,-2,-1.13525272204813,-0.768011554128307
0.628598611089024,0.487470312026509,0.63695237343629,0.572097062631357,0.644972382956728,0.793090992489852,-0.971139980707825
-0.401580319539324,-0.134172926086497,-0.356539620489756,-0.313907640820317,0.299577260714285,-1.26391073233466,-0.0595702349843588
0.80078521725625,0.756882254394908,0.872968792608223,0.769725950337552,0.872968792608223,0.242208204743289,-1.11517699735151
0.141671945595142,-0.118951856926629,0.00123299845521163,-0.000854121942495165,0.00123299845521163,1.22488039991172,-0.108181816248307
0.414959854677492,0.334703491879548,0.418431752927152,0.369637384068371,0.418431752927152,0.376901292822443,-1.55177918982849
-0.800729555385895,-0.731288189061975,-0.826211185814057,-0.728124446190459,-0.826211185814057,-0.444552119691921,1.17378881418594
0.798697463470856,0.708576461989027,0.847596587425605,0.697009987421172,0.0632482590234242,0.0419795179769922,-1.14960809583282
-0.206865605688262,-0.31523347115283,-0.310093013525411,-0.273009411786454,-1.1949894785111,0.8050105214889,-0.376192264335842
-0.420334197208397,-0.300962020396025,-0.434274829904843,-0.380044766255929,-0.193832657166331,-1.18407980069054,-0.0739953040784997
0.0603895324000118,0.228414683723178,0.17937362802874,0.161571430008167,0.17937362802874,-1.04398543755463,0.084260246134251
1.08075496445161,1.10075914777507,1.20881164867263,1.06571753346727,1.20881164867263,0.271657552661518,-0.69473663086314
-0.108656300160403,-0.018960656380204,-0.11230355778623,-0.098851680032005,-0.11230355778623,-0.0514558478485883,1.62420286706082
1.11287883251508,1.13797900441257,1.20288825241228,1.0602752119519,1.20288825241228,0.40969681882446,-0.797111747587719
0.332526162613938,0.232857744042963,0.328134374828776,0.28872897078966,0.328134374828776,0.364911003140074,-1.5832117793479
-0.0681817049973162,-0.259065831966278,-0.122921900806924,-0.110406987606022,-0.122921900806924,1.20951443953066,-0.15437686713659
-0.20720927305707,-0.111312507586789,-0.154267828306518,-0.127448087764196,0.00612914766782469,-1.22014165947346,-0.150633009072204
-0.667409194379263,-0.539906813184968,-0.667409194379263,-0.513434213386702,0,-0.667409194379263,1.30119250472868
-0.711772873573957,-0.646395280281471,-0.724526873202414,-0.639925540712737,-0.724526873202414,-0.550946253595172,1.27547312679759
-0.312974131643764,-0.257266053467166,-0.302724938398541,-0.266714529241884,-0.302724938398541,-0.394550123202917,1.60544987679708
-1.205165381365,-0.983491192866995,-1.2196877423728,-0.924457089439711,0.439279768955578,-1.38972269083218,-0.715820809389698
0.706108148504282,0.812986403598755,0.853311122403071,0.755569102535865,0.0470903438991791,0.0349870931507407,-0.993943929960536
0.552788452056395,0.427928529996804,0.504273180733748,0.572069665738118,0.572069665738118,0.373507138992488,-1.33446635140916
0.464767891541881,0.287412805644627,0.427666329873252,0.485545645162039,0.485545645162039,0.64317157991018,-1.31702307955933
-1.09521633410077,-0.946862403999341,-0.9907278167827,-1.12310521563507,0.843888035928322,-0.758548007316533,0.646420430822789
-0.162065764026852,0.0197667822218765,-0.10894880335739,-0.13143271858477,0.160895519587834,-1.12481703278661,0.368897493017446
-0.369845244018663,-0.183835418598977,-0.236023592609673,-0.284343934453065,0,-1.70214447661896,-1.13545128011729
-1.37468575339146,-1.08936945931583,-1.21812713588794,-1.32709437646588,-0.626354344551453,-1.78414714708949,-0.74350145982338
0.856695070858233,0.791200484698562,0.749795316952146,0.855788154561876,0.855788154561876,0.00803456315335171,0.161739933544387
-0.697103874344476,-0.637024472606259,-0.622699646245585,-0.706436906503082,-0.706436906503082,-0.587126186993836,1.29356309349692
0.38782486255283,0.320557581425806,0.362446009364849,0.411330276216566,0.411330276216566,0.255823347870131,-1.55810494141282
-0.385761849809682,-0.310068813247166,-0.356752887043854,-0.404729778642493,-0.404729778642493,-0.392302566124034,1.47342241367127
0.702789543078761,0.597535044195091,0.621250833154299,0.60380146630498,-0.986299069461795,0.567475141861574,-0.567475141861574
0.0969780572885111,0.155593150446191,0.0559868284325678,0.0594347292141857,0.048670074884382,-1.02598670389123,-0.0731006298878133
0.536906712728724,0.547426249121859,0.542190222425638,0.615321961265589,0.110778006252986,0.0523904312747465,-1.34126201130729
1.01592246102574,0.963486810713735,1.14601093317371,1.3076777844125,1.3076777844125,1.36040232276589,0.622850698701621
-0.253341985144115,0.0486243169056198,-0.160611138568867,-0.180987333950501,0.950511961632825,-1.04948803836717,0.0953221628025545
0.943847908033936,0.925717574084682,0.891581966776543,1.00852271701193,0.438114753597732,0.220003679597537,-0.988731522568533
0.922243846958866,0.942250334405307,0.883823169605664,1.01620342194102,0.0802206980458211,0.253863769615311,-0.859667465703494
-0.073500801766899,0.215328459409342,0.0443657363471106,0.0490996452674228,0.0490996452674228,-1.00865109632251,-0.272223596463919
-0.417065150413077,-0.388832346930127,-0.414589804366928,-0.462868856557079,0.280595638110897,-0.534525746543883,1.42124234983054
-0.0479928996028553,-0.240885107557912,-0.14599588144883,-0.165619903369938,-0.159673363091848,0.898453223638376,-0.292158124510728
1.29024908958943,1.26293303343992,0.997803772913459,1.29024908958943,0,1.29024908958943,0
-0.403097771071165,-0.137376798034305,-0.327482156043123,-0.364117467132256,-0.417443338776076,-1.19607438396171,-0.326651593802692
1.25153652305516,1.24750570486491,0.955411499705871,1.25153652305516,0,1.25153652305516,0.440468157995666
